p_crossover,p_subtree_mutation,p_hoist_mutation,p_point_mutation,population_size,generations,function_set,parsimony_coefficient,tournament_size,n_components,random_state,verbose,n_jobs
0.4190675050858071,0.16219646434313245,0.039266498982407236,0.2903830058212294,20000,50,"['add', 'sub', 'mul', 'div', 'abs', 'sqrt']",0.0026698666742744613,15,10,42,0,2
