p_crossover,p_subtree_mutation,p_hoist_mutation,p_point_mutation,population_size,generations,function_set,parsimony_coefficient,tournament_size,n_components,random_state,verbose,n_jobs
0.4611802441398035,0.10248334731065523,0.0224931553797329,0.33071155891901194,25000,40,"['add', 'sub', 'mul', 'div', 'abs', 'sqrt', 'log', 'inv', 'sin', 'cos']",0.00017449169143352947,10,2,42,0,2
